Gene ID	Chromosome	Peak_start	Peak_end	annotation
AT1G08200	Chr1	2575191	2575201	Exon (AT1G08200.1/AT1G08200, exon 5 of 9)
AT1G08360	Chr1	2636828	2636829	Exon (AT1G08360.1/AT1G08360, exon 3 of 5)
AT1G08360	Chr1	2637206	2637253	Exon (AT1G08360.1/AT1G08360, exon 4 of 5)
AT1G08360	Chr1	2637439	2637440	Exon (AT1G08360.1/AT1G08360, exon 5 of 5)
AT1G08360	Chr1	2637660	2637684	Exon (AT1G08360.1/AT1G08360, exon 5 of 5)
AT1G08370	Chr1	2639298	2639298	Exon (AT1G08370.1/AT1G08370, exon 5 of 8)
AT1G08380	Chr1	2641007	2641159	Exon (AT1G08380.1/AT1G08380, exon 3 of 3)
AT1G08380	Chr1	2641201	2641274	Exon (AT1G08380.1/AT1G08380, exon 3 of 3)
AT1G08380	Chr1	2641492	2641516	Promoter
AT1G08380	Chr1	2641544	2641553	Promoter
AT1G08510	Chr1	2691995	2692027	Exon (AT1G08510.1/AT1G08510, exon 5 of 6)
AT1G08510	Chr1	2692464	2692470	Exon (AT1G08510.1/AT1G08510, exon 4 of 6)
AT1G08510	Chr1	2692697	2692708	Exon (AT1G08510.1/AT1G08510, exon 3 of 6)
AT1G08520	Chr1	2696634	2696676	Promoter
AT1G08520	Chr1	2698179	2698204	Exon (AT1G08520.1/AT1G08520, exon 6 of 15)
AT1G08520	Chr1	2698624	2698639	Exon (AT1G08520.1/AT1G08520, exon 7 of 15)
AT1G08520	Chr1	2699005	2699026	Exon (AT1G08520.1/AT1G08520, exon 8 of 15)
AT1G08520	Chr1	2700620	2700629	Exon (AT1G08520.1/AT1G08520, exon 14 of 15)
AT1G08540	Chr1	2703478	2703533	Promoter
AT1G08580	Chr1	2716191	2716220	Promoter
AT1G08600	Chr1	2732338	2732353	Exon (AT1G08600.3/AT1G08600, exon 25 of 28)
AT1G08640	Chr1	2749223	2749223	Exon (AT1G08640.1/AT1G08640, exon 9 of 10)
AT1G08640	Chr1	2749229	2749233	Exon (AT1G08640.1/AT1G08640, exon 9 of 10)
AT1G08640	Chr1	2750199	2750204	Exon (AT1G08640.1/AT1G08640, exon 5 of 10)
AT1G08640	Chr1	2751079	2751083	Exon (AT1G08640.1/AT1G08640, exon 1 of 10)
AT1G08640	Chr1	2751093	2751129	Promoter
AT1G08650	Chr1	2752731	2752740	Exon (AT1G08650.1/AT1G08650, exon 1 of 2)
AT1G08700	Chr1	2771379	2771392	5' UTR
AT1G08750	Chr1	2804384	2804398	3' UTR
AT1G08780	Chr1	2810062	2810093	Exon (AT1G08780.1/AT1G08780, exon 3 of 3)
AT1G08820	Chr1	2822547	2822560	Exon (AT1G08820.2/AT1G08820, exon 7 of 9)
AT1G08830	Chr1	2828574	2828581	Exon (AT1G08830.1/AT1G08830, exon 6 of 8)
AT1G08830	Chr1	2828753	2828777	Exon (AT1G08830.1/AT1G08830, exon 7 of 8)
AT1G08840	Chr1	2838385	2838395	5' UTR
AT1G08840	Chr1	2838545	2838548	5' UTR
AT1G08870	Chr1	2846536	2846554	Promoter
AT1G08880	Chr1	2847566	2847594	Exon (AT1G08880.1/AT1G08880, exon 1 of 2)
AT1G08950	Chr1	2879354	2879374	Promoter
AT1G09020	Chr1	2900460	2900465	Exon (AT1G09020.1/AT1G09020, exon 12 of 13)
AT1G09020	Chr1	2900658	2900663	Exon (AT1G09020.1/AT1G09020, exon 11 of 13)
AT1G09070	Chr1	2928429	2928438	Exon (AT1G09070.1/AT1G09070, exon 1 of 1)
AT1G09090	Chr1	2935126	2935140	Exon (AT1G09090.1/AT1G09090, exon 7 of 11)
AT1G09110	Chr1	2939418	2939421	Promoter
AT1G09110	Chr1	2939453	2939487	Promoter
AT1G09150	Chr1	2947611	2947645	Exon (AT1G09150.1/AT1G09150, exon 5 of 9)
AT1G09150	Chr1	2948232	2948281	Exon (AT1G09150.1/AT1G09150, exon 6 of 9)
AT1G09155	Chr1	2949892	2949905	Exon (AT1G09155.1/AT1G09155, exon 3 of 3)
AT1G09200	Chr1	2971729	2971798	Exon (AT1G09200.1/AT1G09200, exon 1 of 1)
AT1G09200	Chr1	2971916	2971919	Promoter
AT1G09200	Chr1	2972101	2972126	Promoter
AT1G09210	Chr1	2975245	2975250	Exon (AT1G09210.1/AT1G09210, exon 4 of 13)
AT1G09210	Chr1	2975849	2975872	Exon (AT1G09210.1/AT1G09210, exon 2 of 13)
AT1G09210	Chr1	2975924	2975943	Exon (AT1G09210.1/AT1G09210, exon 2 of 13)
AT1G09210	Chr1	2976617	2976641	Promoter
AT1G09270	Chr1	2995577	2995602	Exon (AT1G09270.1/AT1G09270, exon 4 of 10)
AT1G09310	Chr1	3009132	3009133	Promoter
AT1G09310	Chr1	3009260	3009314	Promoter
AT1G09310	Chr1	3009346	3009349	Promoter
AT1G09310	Chr1	3009356	3009403	Promoter
AT1G09310	Chr1	3009428	3009551	Exon (AT1G09310.1/AT1G09310, exon 1 of 1)
AT1G09330	Chr1	3014249	3014281	Exon (AT1G09330.1/AT1G09330, exon 3 of 6)
AT1G09340	Chr1	3016084	3016108	Exon (AT1G09340.2/AT1G09340, exon 2 of 10)
AT1G09340	Chr1	3016132	3016168	Exon (AT1G09340.2/AT1G09340, exon 2 of 10)
AT1G09340	Chr1	3016265	3016290	Exon (AT1G09340.2/AT1G09340, exon 3 of 10)
AT1G09340	Chr1	3017149	3017225	Exon (AT1G09340.2/AT1G09340, exon 7 of 10)
AT1G09340	Chr1	3017683	3017702	Exon (AT1G09340.2/AT1G09340, exon 9 of 10)
AT1G09340	Chr1	3017867	3017971	Exon (AT1G09340.2/AT1G09340, exon 10 of 10)
AT1G09500	Chr1	3067838	3067854	Intron (AT1G09500.1/AT1G09500, intron 3 of 4)
AT1G09550	Chr1	3090705	3090718	Exon (AT1G09550.1/AT1G09550, exon 8 of 12)
AT1G09560	Chr1	3094109	3094137	Promoter
AT1G09570	Chr1	3095856	3095869	Exon (AT1G09570.1/AT1G09570, exon 4 of 5)
AT1G09570	Chr1	3098901	3098926	5' UTR
AT1G09580	Chr1	3105527	3105539	Exon (AT1G09580.1/AT1G09580, exon 2 of 4)
AT1G09590	Chr1	3107403	3107421	Exon (AT1G09590.1/AT1G09590, exon 2 of 2)
AT1G09590	Chr1	3107516	3107518	Exon (AT1G09590.1/AT1G09590, exon 2 of 2)
AT1G09590	Chr1	3107529	3107567	Exon (AT1G09590.1/AT1G09590, exon 2 of 2)
AT1G09600	Chr1	3108169	3108184	5' UTR
AT1G09620	Chr1	3114134	3114138	Exon (AT1G09620.1/AT1G09620, exon 2 of 3)
AT1G09620	Chr1	3116326	3116326	Promoter
AT1G09620	Chr1	3116332	3116333	Promoter
AT1G09640	Chr1	3120667	3120683	Exon (AT1G09640.1/AT1G09640, exon 4 of 8)
AT1G09640	Chr1	3120787	3120787	Exon (AT1G09640.1/AT1G09640, exon 5 of 8)
AT1G09640	Chr1	3120809	3120835	Exon (AT1G09640.1/AT1G09640, exon 5 of 8)
AT1G09640	Chr1	3121287	3121290	Exon (AT1G09640.1/AT1G09640, exon 7 of 8)
AT1G09640	Chr1	3121544	3121552	Exon (AT1G09640.1/AT1G09640, exon 7 of 8)
AT1G09640	Chr1	3121775	3121779	Exon (AT1G09640.1/AT1G09640, exon 8 of 8)
AT1G09690	Chr1	3137347	3137418	Promoter
AT1G09730	Chr1	3151947	3151947	Exon (AT1G09730.2/AT1G09730, exon 7 of 16)
AT1G09750	Chr1	3157581	3157612	Promoter
AT1G09760	Chr1	3159984	3159996	Exon (AT1G09760.1/AT1G09760, exon 5 of 8)
AT1G09770	Chr1	3164154	3164168	Exon (AT1G09770.1/AT1G09770, exon 2 of 4)
AT1G09770	Chr1	3165553	3165606	3' UTR
AT1G09780	Chr1	3166363	3166377	Exon (AT1G09780.1/AT1G09780, exon 4 of 7)
AT1G09780	Chr1	3166624	3166632	Exon (AT1G09780.1/AT1G09780, exon 3 of 7)
AT1G09780	Chr1	3166942	3166968	Exon (AT1G09780.1/AT1G09780, exon 3 of 7)
AT1G09780	Chr1	3167124	3167149	Exon (AT1G09780.1/AT1G09780, exon 3 of 7)
AT1G09850	Chr1	3202066	3202098	Promoter
AT1G09870	Chr1	3205751	3205763	5' UTR
AT1G09870	Chr1	3206515	3206528	Exon (AT1G09870.1/AT1G09870, exon 3 of 11)
AT1G09870	Chr1	3207502	3207518	Exon (AT1G09870.1/AT1G09870, exon 7 of 11)
AT1G09930	Chr1	3228120	3228137	Exon (AT1G09930.1/AT1G09930, exon 5 of 5)
AT1G09950	Chr1	3241294	3241306	Exon (AT1G09950.1/AT1G09950, exon 1 of 1)
AT1G09960	Chr1	3244159	3244171	5' UTR
AT1G09970	Chr1	3252279	3252322	5' UTR
AT1G10030	Chr1	3274052	3274074	Promoter
AT1G10040	Chr1	3278622	3278638	5' UTR
AT1G10070	Chr1	3288938	3288952	Exon (AT1G10070.1/AT1G10070, exon 4 of 10)
AT1G10095	Chr1	3299655	3299671	Exon (AT1G10095.2/AT1G10095, exon 3 of 9)
AT1G10130	Chr1	3320025	3320039	Exon (AT1G10130.1/AT1G10130, exon 26 of 34)
AT1G10140	Chr1	3323072	3323101	Exon (AT1G10140.1/AT1G10140, exon 1 of 1)
AT1G10140	Chr1	3323283	3323340	Promoter
AT1G10200	Chr1	3347029	3347100	Exon (AT1G10200.2/AT1G10200, exon 3 of 4)
AT1G10200	Chr1	3347198	3347205	Exon (AT1G10200.2/AT1G10200, exon 2 of 4)
AT1G10200	Chr1	3347230	3347237	Exon (AT1G10200.2/AT1G10200, exon 2 of 4)
AT1G10210	Chr1	3349284	3349294	5' UTR
AT1G10270	Chr1	3364272	3364283	Exon (AT1G10270.1/AT1G10270, exon 1 of 1)
AT1G10270	Chr1	3364652	3364666	Exon (AT1G10270.1/AT1G10270, exon 1 of 1)
AT1G10290	Chr1	3375486	3375487	Exon (AT1G10290.1/AT1G10290, exon 17 of 22)
AT1G10290	Chr1	3377049	3377066	Exon (AT1G10290.1/AT1G10290, exon 22 of 22)
AT1G10340	Chr1	3391898	3391912	Exon (AT1G10340.2/AT1G10340, exon 2 of 3)
AT1G10370	Chr1	3398069	3398100	Promoter
AT1G10410	Chr1	3417772	3417786	Exon (AT1G10410.1/AT1G10410, exon 5 of 9)
AT1G10440	Chr1	3431185	3431220	Promoter
AT1G10480	Chr1	3450204	3450216	Exon (AT1G10480.1/AT1G10480, exon 1 of 1)
AT1G10500	Chr1	3460893	3460899	Exon (AT1G10500.1/AT1G10500, exon 2 of 3)
AT1G10510	Chr1	3461727	3461736	5' UTR
AT1G10522	Chr1	3469695	3469733	5' UTR
AT1G10580	Chr1	3492207	3492217	Exon (AT1G10580.1/AT1G10580, exon 1 of 2)
AT1G10590	Chr1	3502416	3502458	Exon (AT1G10590.1/AT1G10590, exon 3 of 3)
AT1G10620	Chr1	3511291	3511303	Exon (AT1G10620.1/AT1G10620, exon 1 of 8)
AT1G10630	Chr1	3512926	3512940	3' UTR
AT1G10630	Chr1	3513525	3513527	Exon (AT1G10630.1/AT1G10630, exon 5 of 7)
AT1G10660	Chr1	3533210	3533222	Exon (AT1G10660.1/AT1G10660, exon 2 of 9)
AT1G10670	Chr1	3536519	3536548	Exon (AT1G10670.1/AT1G10670, exon 4 of 12)
AT1G10670	Chr1	3536725	3536727	Exon (AT1G10670.1/AT1G10670, exon 5 of 12)
AT1G10670	Chr1	3536829	3536832	Exon (AT1G10670.1/AT1G10670, exon 6 of 12)
AT1G10670	Chr1	3537516	3537530	Exon (AT1G10670.1/AT1G10670, exon 10 of 12)
AT1G10680	Chr1	3541390	3541401	Exon (AT1G10680.2/AT1G10680, exon 6 of 13)
AT1G10760	Chr1	3589221	3589227	Exon (AT1G10760.1/AT1G10760, exon 6 of 34)
AT1G10760	Chr1	3589365	3589393	Exon (AT1G10760.1/AT1G10760, exon 5 of 34)
AT1G10830	Chr1	3607348	3607390	Promoter
AT1G10840	Chr1	3608737	3608749	Exon (AT1G10840.2/AT1G10840, exon 7 of 11)
AT1G10840	Chr1	3609710	3609710	5' UTR
AT1G10840	Chr1	3609811	3609812	5' UTR
AT1G10880	Chr1	3626914	3626930	Promoter
AT1G10950	Chr1	3659347	3659394	Promoter
AT1G10960	Chr1	3664492	3664587	Promoter
AT1G10960	Chr1	3664690	3664706	Exon (AT1G10960.1/AT1G10960, exon 1 of 1)
AT1G10960	Chr1	3664730	3664803	Exon (AT1G10960.1/AT1G10960, exon 1 of 1)
AT1G10960	Chr1	3664832	3664881	Exon (AT1G10960.1/AT1G10960, exon 1 of 1)
AT1G10970	Chr1	3665898	3665908	Exon (AT1G10970.2/AT1G10970, exon 2 of 3)
AT1G11010	Chr1	3676655	3676673	Promoter
AT1G11030	Chr1	3678775	3678791	Promoter
AT1G11040	Chr1	3679438	3679446	Exon (AT1G11040.1/AT1G11040, exon 3 of 3)
AT1G11110	Chr1	3712293	3712306	3' UTR
AT1G11160	Chr1	3733526	3733540	Promoter
AT1G11160	Chr1	3736716	3736729	Exon (AT1G11160.2/AT1G11160, exon 10 of 19)
AT1G11220	Chr1	3760935	3760947	Exon (AT1G11220.1/AT1G11220, exon 1 of 2)
AT1G11260	Chr1	3780058	3780059	Exon (AT1G11260.1/AT1G11260, exon 4 of 4)
AT1G11410	Chr1	3842184	3842195	Exon (AT1G11410.2/AT1G11410, exon 2 of 7)
AT1G11430	Chr1	3847312	3847341	Promoter
AT1G11450	Chr1	3853509	3853524	5' UTR
AT1G11470	Chr1	3860271	3860287	Promoter
AT1G11475	Chr1	3862797	3862813	Promoter
AT1G11545	Chr1	3879213	3879228	Intron (AT1G11545.1/AT1G11545, intron 3 of 3)
AT1G11550	Chr1	3881591	3881608	Promoter
AT1G11580	Chr1	3888833	3888842	Promoter
AT1G11580	Chr1	3888914	3888938	Promoter
AT1G11580	Chr1	3889006	3889037	Promoter
AT1G11580	Chr1	3889359	3889386	Exon (AT1G11580.2/AT1G11580, exon 1 of 3)
AT1G11580	Chr1	3890415	3890443	Exon (AT1G11580.2/AT1G11580, exon 3 of 3)
AT1G11640	Chr1	3914627	3914643	Promoter
AT1G11650	Chr1	3915814	3915863	Exon (AT1G11650.1/AT1G11650, exon 2 of 6)
AT1G11680	Chr1	3940327	3940336	Exon (AT1G11680.1/AT1G11680, exon 3 of 3)
AT1G11750	Chr1	3967648	3967687	Promoter
AT1G11750	Chr1	3968449	3968453	Exon (AT1G11750.1/AT1G11750, exon 4 of 9)
AT1G11750	Chr1	3968653	3968670	Exon (AT1G11750.1/AT1G11750, exon 5 of 9)
AT1G11750	Chr1	3969028	3969030	Exon (AT1G11750.1/AT1G11750, exon 7 of 9)
AT1G11780	Chr1	3978324	3978331	Exon (AT1G11780.1/AT1G11780, exon 4 of 7)
AT1G11790	Chr1	3983415	3983430	Exon (AT1G11790.1/AT1G11790, exon 3 of 11)
AT1G11840	Chr1	3996258	3996274	Exon (AT1G11840.1/AT1G11840, exon 3 of 9)
AT1G11840	Chr1	3996333	3996340	Exon (AT1G11840.1/AT1G11840, exon 3 of 9)
AT1G11840	Chr1	3996490	3996499	Exon (AT1G11840.1/AT1G11840, exon 4 of 9)
AT1G11840	Chr1	3996608	3996635	Exon (AT1G11840.1/AT1G11840, exon 5 of 9)
AT1G11840	Chr1	3997034	3997034	Exon (AT1G11840.1/AT1G11840, exon 7 of 9)
AT1G11840	Chr1	3997087	3997110	Exon (AT1G11840.1/AT1G11840, exon 7 of 9)
AT1G11840	Chr1	3997365	3997382	3' UTR
AT1G11840	Chr1	3997477	3997479	3' UTR
AT1G11850	Chr1	3999401	3999447	Promoter
AT1G11850	Chr1	3999488	3999499	Promoter
AT1G11860	Chr1	4001892	4001923	Exon (AT1G11860.3/AT1G11860, exon 2 of 4)
AT1G11860	Chr1	4002008	4002034	Exon (AT1G11860.3/AT1G11860, exon 2 of 4)
AT1G11860	Chr1	4002134	4002190	Exon (AT1G11860.3/AT1G11860, exon 2 of 4)
AT1G11860	Chr1	4002279	4002291	Exon (AT1G11860.3/AT1G11860, exon 2 of 4)
AT1G11860	Chr1	4002477	4002497	Exon (AT1G11860.3/AT1G11860, exon 3 of 4)
AT1G11860	Chr1	4002701	4002709	Exon (AT1G11860.3/AT1G11860, exon 4 of 4)
AT1G11860	Chr1	4002730	4002753	Exon (AT1G11860.3/AT1G11860, exon 4 of 4)
AT1G11860	Chr1	4002910	4002910	Exon (AT1G11860.3/AT1G11860, exon 4 of 4)
AT1G11860	Chr1	4002972	4002982	Exon (AT1G11860.3/AT1G11860, exon 4 of 4)
AT1G11860	Chr1	4003007	4003054	Exon (AT1G11860.3/AT1G11860, exon 4 of 4)
AT1G11860	Chr1	4003077	4003093	Exon (AT1G11860.3/AT1G11860, exon 4 of 4)
AT1G04897	Chr1	4006873	4006901	3' UTR
AT1G04897	Chr1	4006920	4007017	3' UTR
AT1G11880	Chr1	4009344	4009356	Exon (AT1G11880.2/AT1G11880, exon 4 of 7)
AT1G11890	Chr1	4012021	4012044	Exon (AT1G11890.1/AT1G11890, exon 3 of 6)
AT1G11890	Chr1	4012104	4012110	Exon (AT1G11890.1/AT1G11890, exon 3 of 6)
AT1G11910	Chr1	4017290	4017293	Exon (AT1G11910.2/AT1G11910, exon 13 of 14)
AT1G11910	Chr1	4017535	4017542	Exon (AT1G11910.2/AT1G11910, exon 12 of 14)
AT1G11910	Chr1	4018338	4018344	Exon (AT1G11910.2/AT1G11910, exon 8 of 14)
AT1G11910	Chr1	4018995	4019005	Exon (AT1G11910.2/AT1G11910, exon 5 of 14)
AT1G11910	Chr1	4019405	4019425	Exon (AT1G11910.2/AT1G11910, exon 3 of 14)
AT1G11910	Chr1	4019759	4019816	Exon (AT1G11910.2/AT1G11910, exon 2 of 14)
AT1G11930	Chr1	4029690	4029705	Exon (AT1G11930.2/AT1G11930, exon 4 of 7)
AT1G11990	Chr1	4048391	4048406	Exon (AT1G11990.2/AT1G11990, exon 2 of 10)
AT1G12010	Chr1	4057028	4057059	Exon (AT1G12010.1/AT1G12010, exon 3 of 4)
AT1G12020	Chr1	4062412	4062424	3' UTR
AT1G12040	Chr1	4071604	4071621	Exon (AT1G12040.1/AT1G12040, exon 1 of 1)
AT1G12040	Chr1	4072055	4072095	Exon (AT1G12040.1/AT1G12040, exon 1 of 1)
AT1G12050	Chr1	4073861	4073881	Exon (AT1G12050.1/AT1G12050, exon 4 of 15)
AT1G12050	Chr1	4075412	4075423	Exon (AT1G12050.1/AT1G12050, exon 12 of 15)
AT1G12080	Chr1	4084557	4084596	Promoter
AT1G12080	Chr1	4084795	4084800	Exon (AT1G12080.1/AT1G12080, exon 3 of 3)
AT1G12090	Chr1	4090177	4090213	Exon (AT1G12090.1/AT1G12090, exon 1 of 1)
AT1G12090	Chr1	4090242	4090286	Exon (AT1G12090.1/AT1G12090, exon 1 of 1)
AT1G12090	Chr1	4090353	4090388	Promoter
AT1G12090	Chr1	4090434	4090566	Promoter
AT1G12090	Chr1	4090583	4090595	5' UTR
AT1G12110	Chr1	4105940	4105946	Exon (AT1G12110.1/AT1G12110, exon 3 of 5)
AT1G12220	Chr1	4145132	4145147	5' UTR
AT1G12230	Chr1	4148319	4148335	Promoter
AT1G12230	Chr1	4148739	4148750	Exon (AT1G12230.2/AT1G12230, exon 3 of 13)
AT1G12230	Chr1	4149083	4149086	Exon (AT1G12230.2/AT1G12230, exon 5 of 13)
AT1G12230	Chr1	4149507	4149521	Exon (AT1G12230.2/AT1G12230, exon 7 of 13)
AT1G12250	Chr1	4159735	4159750	5' UTR
AT1G12250	Chr1	4159854	4159868	5' UTR
AT1G12270	Chr1	4172224	4172238	Promoter
AT1G12270	Chr1	4173366	4173380	Exon (AT1G12270.1/AT1G12270, exon 2 of 7)
AT1G12310	Chr1	4187708	4187750	5' UTR
AT1G12360	Chr1	4203034	4203040	Exon (AT1G12360.1/AT1G12360, exon 8 of 21)
AT1G12410	Chr1	4223800	4223829	Exon (AT1G12410.1/AT1G12410, exon 4 of 9)
AT1G12410	Chr1	4224000	4224019	Exon (AT1G12410.1/AT1G12410, exon 5 of 9)
AT1G12440	Chr1	4241915	4241939	Exon (AT1G12440.2/AT1G12440, exon 1 of 1)
AT1G12590	Chr1	4285927	4285959	Promoter
AT1G12620	Chr1	4296737	4296749	5' UTR
AT1G12780	Chr1	4357681	4357690	Exon (AT1G12780.1/AT1G12780, exon 2 of 8)
AT1G12780	Chr1	4357923	4357929	Exon (AT1G12780.1/AT1G12780, exon 1 of 8)
AT1G04977	Chr1	4369309	4369320	Promoter
AT1G12840	Chr1	4378121	4378122	Exon (AT1G12840.1/AT1G12840, exon 11 of 11)
AT1G12860	Chr1	4384866	4384867	Exon (AT1G12860.1/AT1G12860, exon 1 of 4)
AT1G12900	Chr1	4392674	4392691	Exon (AT1G12900.5/AT1G12900, exon 5 of 5)
AT1G12900	Chr1	4392712	4392714	Exon (AT1G12900.5/AT1G12900, exon 5 of 5)
AT1G12900	Chr1	4393048	4393059	Exon (AT1G12900.5/AT1G12900, exon 5 of 5)
AT1G12900	Chr1	4393824	4393837	5' UTR
AT1G12900	Chr1	4393846	4393849	5' UTR
AT1G12900	Chr1	4394044	4394062	5' UTR
AT1G12900	Chr1	4394094	4394127	5' UTR
AT1G12920	Chr1	4397384	4397416	Exon (AT1G12920.1/AT1G12920, exon 2 of 2)
AT1G13020	Chr1	4443187	4443223	Exon (AT1G13020.1/AT1G13020, exon 1 of 3)
AT1G13040	Chr1	4448473	4448476	Exon (AT1G13040.1/AT1G13040, exon 1 of 1)
AT1G13080	Chr1	4460414	4460425	Exon (AT1G13080.1/AT1G13080, exon 2 of 2)
AT1G13100	Chr1	4464335	4464350	Promoter
AT1G13130	Chr1	4477269	4477272	Exon (AT1G13130.1/AT1G13130, exon 3 of 4)
AT1G13130	Chr1	4477356	4477366	Exon (AT1G13130.1/AT1G13130, exon 4 of 4)
AT1G13150	Chr1	4482959	4482973	Exon (AT1G13150.1/AT1G13150, exon 1 of 1)
AT1G13220	Chr1	4518571	4518585	Exon (AT1G13220.3/AT1G13220, exon 6 of 7)
AT1G13240	Chr1	4522709	4522722	Promoter
AT1G13240	Chr1	4522726	4522745	Promoter
AT1G13270	Chr1	4545615	4545627	Exon (AT1G13270.1/AT1G13270, exon 3 of 10)
AT1G13270	Chr1	4546709	4546726	3' UTR
AT1G13280	Chr1	4548119	4548159	Exon (AT1G13280.1/AT1G13280, exon 2 of 2)
AT1G13320	Chr1	4564671	4564673	Exon (AT1G13320.4/AT1G13320, exon 9 of 13)
AT1G13320	Chr1	4564950	4564967	Exon (AT1G13320.4/AT1G13320, exon 8 of 13)
AT1G13320	Chr1	4565295	4565329	Exon (AT1G13320.4/AT1G13320, exon 7 of 13)
AT1G13320	Chr1	4567065	4567093	5' UTR
AT1G13320	Chr1	4567192	4567232	5' UTR
AT1G13410	Chr1	4602001	4602014	Exon (AT1G13410.1/AT1G13410, exon 2 of 2)
AT1G13440	Chr1	4608510	4608538	Exon (AT1G13440.1/AT1G13440, exon 11 of 11)
AT1G13440	Chr1	4608879	4608922	Exon (AT1G13440.1/AT1G13440, exon 9 of 11)
AT1G13440	Chr1	4609101	4609105	Exon (AT1G13440.1/AT1G13440, exon 8 of 11)
AT1G13440	Chr1	4609128	4609166	Exon (AT1G13440.1/AT1G13440, exon 8 of 11)
AT1G13440	Chr1	4609283	4609326	Exon (AT1G13440.1/AT1G13440, exon 7 of 11)
AT1G13440	Chr1	4609438	4609474	Exon (AT1G13440.1/AT1G13440, exon 6 of 11)
AT1G13440	Chr1	4609492	4609523	Exon (AT1G13440.1/AT1G13440, exon 6 of 11)
AT1G13440	Chr1	4609548	4609581	Exon (AT1G13440.1/AT1G13440, exon 6 of 11)
AT1G13440	Chr1	4609670	4609706	Exon (AT1G13440.1/AT1G13440, exon 5 of 11)
AT1G13440	Chr1	4609737	4609766	Exon (AT1G13440.1/AT1G13440, exon 5 of 11)
AT1G13440	Chr1	4609861	4609864	Exon (AT1G13440.1/AT1G13440, exon 4 of 11)
AT1G13440	Chr1	4609917	4609943	Exon (AT1G13440.1/AT1G13440, exon 4 of 11)
AT1G13440	Chr1	4610186	4610206	Exon (AT1G13440.1/AT1G13440, exon 3 of 11)
AT1G13440	Chr1	4610217	4610271	Exon (AT1G13440.1/AT1G13440, exon 3 of 11)
AT1G13440	Chr1	4610387	4610394	Promoter
AT1G13840	Chr1	4742054	4742071	Promoter
AT1G13850	Chr1	4743150	4743167	Promoter
AT1G13930	Chr1	4761122	4761131	Promoter
AT1G13930	Chr1	4761428	4761448	Promoter
AT1G13930	Chr1	4761452	4761457	Promoter
AT1G13930	Chr1	4761471	4761509	Exon (AT1G13930.1/AT1G13930, exon 1 of 1)
AT1G14020	Chr1	4803325	4803336	Exon (AT1G14020.1/AT1G14020, exon 2 of 8)
AT1G14150	Chr1	4839928	4839972	Promoter
AT1G05057	Chr1	4842402	4842441	Promoter
AT1G14210	Chr1	4857708	4857720	Promoter
AT1G14320	Chr1	4888631	4888637	5' UTR
AT1G14320	Chr1	4888788	4888809	Exon (AT1G14320.1/AT1G14320, exon 2 of 4)
AT1G14320	Chr1	4888830	4888893	Exon (AT1G14320.1/AT1G14320, exon 2 of 4)
AT1G14320	Chr1	4888947	4889035	Exon (AT1G14320.1/AT1G14320, exon 2 of 4)
AT1G14345	Chr1	4899237	4899333	Promoter
AT1G14380	Chr1	4918788	4918802	Exon (AT1G14380.3/AT1G14380, exon 6 of 7)
AT1G14400	Chr1	4927390	4927396	Exon (AT1G14400.1/AT1G14400, exon 6 of 6)
AT1G14400	Chr1	4927403	4927422	Exon (AT1G14400.1/AT1G14400, exon 6 of 6)
AT1G14400	Chr1	4927518	4927530	Exon (AT1G14400.1/AT1G14400, exon 5 of 6)
AT1G14400	Chr1	4927890	4927897	Exon (AT1G14400.1/AT1G14400, exon 3 of 6)
AT1G14450	Chr1	4947439	4947496	Promoter
AT1G14510	Chr1	4963071	4963078	Exon (AT1G14510.1/AT1G14510, exon 3 of 5)
AT1G14580	Chr1	4990703	4990711	Exon (AT1G14580.2/AT1G14580, exon 3 of 4)
AT1G14610	Chr1	5012915	5012918	Exon (AT1G14610.1/AT1G14610, exon 6 of 21)
AT1G14685	Chr1	5043969	5043980	3' UTR
AT1G14710	Chr1	5062426	5062434	Exon (AT1G14710.1/AT1G14710, exon 9 of 9)
AT1G14750	Chr1	5080744	5080756	Exon (AT1G14750.1/AT1G14750, exon 3 of 7)
AT1G14800	Chr1	5099861	5099866	Promoter
AT1G05123	Chr1	5102997	5102999	Promoter
AT1G14810	Chr1	5103561	5103599	Exon (AT1G14810.1/AT1G14810, exon 4 of 7)
AT1G14830	Chr1	5111156	5111170	Exon (AT1G14830.1/AT1G14830, exon 2 of 16)
AT1G14840	Chr1	5113270	5113286	Exon (AT1G14840.2/AT1G14840, exon 9 of 11)
AT1G14850	Chr1	5121415	5121415	Exon (AT1G14850.1/AT1G14850, exon 5 of 13)
AT1G14850	Chr1	5122974	5122990	Intron (AT1G14850.1/AT1G14850, intron 1 of 12)
AT1G14870	Chr1	5128641	5128675	3' UTR
AT1G14900	Chr1	5138818	5138827	Exon (AT1G14900.1/AT1G14900, exon 2 of 2)
AT1G14900	Chr1	5138840	5138893	Exon (AT1G14900.1/AT1G14900, exon 2 of 2)
AT1G14950	Chr1	5157864	5157868	Promoter
AT1G14950	Chr1	5157958	5157963	Promoter
AT1G14980	Chr1	5165925	5165974	3' UTR
AT1G14980	Chr1	5166327	5166364	Exon (AT1G14980.1/AT1G14980, exon 2 of 3)
AT1G14980	Chr1	5166406	5166435	Exon (AT1G14980.1/AT1G14980, exon 2 of 3)
AT1G14980	Chr1	5166561	5166621	Promoter
AT1G15002	Chr1	5170311	5170361	Promoter
